username,userid,profile_location,created_at,text,retweet_count,source,coordinates
John Meehan,1405991197,"New York, USA",2013-05-05 20:06:15,@CA_EDD Unemployment. My questions since December through my portal have gone unanswered. As of today I'm owed 6 weeks of pay.,0,Twitter for Android,
The New York Times,807095,New York City,2007-03-02 20:41:42,Tech companies are shedding employees and cutting back even as the larger U.S. economy chugs along with a low unemp… https://t.co/lMmlGwViEd,24,SocialFlow,
Midday Macro,1403085729379594246,"New York, NY",2021-06-10 20:24:52,The U.S. and other industrialized countries may be able to bring inflation down without triggering huge jumps in un… https://t.co/ZisFrc2zhr,0,Twitter Web App,
Jhenna,1402320467776753667,"New York, USA",2021-06-08 17:44:08,"@cvpayne @FoxBusiness Under inflated unemployment report. Only going off of data of people who are on it, not accou… https://t.co/wZ28FHiudl",0,Twitter for iPhone,
Palitos,2826158442,NYC,2014-09-22 11:27:03,"@SquawkCNBC @elerianm I'm in your camp. Despite brief surge in inflation that we now know to have been manageable,… https://t.co/GJC9rwHKBv",0,Twitter Web App,
K.Lo,785746748,"Jersey City, NJ",2012-08-27 23:52:40,@DanielF93536231 @RNCResearch Lowest unemployment in .. .what ... fifty years?,0,Twitter Web App,
EastRiverCroc,1191380681991053312,"New York, NY",2019-11-04 15:44:35,@GregAbbott_TX Unemployment rate there is higher than the average in the US,0,Twitter Web App,
Ken Jr Brauner,1518622862600511488,"New York, USA",2022-04-25 16:08:15,"@TheDemocrats 13.955% inflation in that time.

We had historic Unemployment pre-Covid too.

How is this an accompli… https://t.co/GqScvlkyzY",0,Twitter for iPhone,
Michael Fanelli,501385073,"New York, USA",2012-02-24 02:50:46,"“I do expect the economy to slow noticeably by June, and in the second half of the year we’ll see a greater pace of… https://t.co/hB0d0mzbZP",0,Dynamic Signal,
Isabel Mavrides-Calderón,1362132069611171841,New York City,2021-02-17 20:09:35,"Thread 1. Before the pandemic the unemployment rate for disabled folk was 12.3, this November it’s 5.8. Employment… https://t.co/SsCPyZ6XND",5,Twitter for iPhone,
Justin Hendrix,19750159,NYC,2009-01-30 02:39:03,"""...city’s three lagging sectors — leisure and hospitality, construction and retail — showed only minimal gains des… https://t.co/yOIwZmgE3U",1,Twitter for Android,
Weekly Humorist,828279594843308034,"New York, NY",2017-02-05 16:30:18,🥔 You want fries with that? Today's cartoon by Drew Panckeri. https://t.co/9MF77G1yF7 Support Satire! Buy a subscri… https://t.co/DoptXRf8pM,0,Heropost,
Lucy Ortiz,4331531667,New York,2015-11-30 18:33:56,"Trumps term: 100s of 1000s lost their jobs in 2020
Bidens term: Unemployment at a historical low

Trumps term: 100s… https://t.co/Tc6ZfEEDDv",0,Twitter Web App,
FORTUNE,25053299,New York,2009-03-18 10:23:54,Conclusions bolster hopes that Fed rate hikes can curb high inflation without causing millions of Americans to lose… https://t.co/BZ05j6OZ1s,2,SocialFlow,
Codeine & Credit Docs (eboy™️),1569011323974942720,New York City,2022-09-11 17:13:53,Unemployment fucking slaps,0,Twitter for iPhone,
Elliot Wells,1498523267467862016,"New York, USA",2022-03-01 04:59:37,"Tech industry: 

Why are the big #tech companies laying off so many people when unemployment is actually pretty low… https://t.co/tYJXu9pdk0",1,Twitter Web App,
Dee Boyd,26281270,"New York, NY",2009-03-24 17:37:08,@almeezyuh Yes. However the state may deduct your severance package from the total unemployment u can get from the… https://t.co/GO7hujXJD7,0,Twitter for iPhone,
Tunku  Varadarajan,18639738,New York,2009-01-05 18:26:32,What will the Indian govt. attempt to suppress next? Soaring unemployment figures? Bloated debt numbers? The fallin… https://t.co/dzoTs7EjTw,40,Twitter Web App,
Ian Chin (Put the Needle to the Record 🎧),88810919,"Los Angeles, New York",2009-11-10 00:51:54,@AuthenticDB54 @TimRunsHisMouth Unemployment was trending down before the corporate tax breaks (steadily since 2011… https://t.co/NomduW8VLg,0,Twitter Web App,
Christen Clifford,20077187,New York,2009-02-04 18:30:23,"@walt828 I worked as an actor for years, getting paid off Bway, regional w unemployment &amp;a little bartending- separ… https://t.co/kiGCRQQwpq",0,Twitter for iPhone,
jimi,1452581778,"Manhattan, NY",2013-05-23 21:47:14,"She also said “I picked a good career, I collected A LOT of unemployment”",0,Twitter for iPhone,
JohnFerr914,2504720375,"New York, USA",2014-04-23 20:33:03,"They say, ""you can't make this sh*t up"". Yet the @GOP can. Unemployment at record lows, more full-time workers, Ave… https://t.co/qEg2AQZ7VP",0,Twitter Web App,
Afton B,1616131732012515349,"Manhattan, NY",2023-01-19 17:54:29,@POTUS Trump recently discussed how the unemployment rates reflect those looking for work -not the eligible workfor… https://t.co/dMlUtVu6r5,0,Twitter for iPhone,
Too Much Context FreddyG,139260157,"Astoria, Queens",2010-05-02 02:19:10,If unemployment is up in 2024 how is Biden gonna win re-election?,0,Twitter for iPhone,
Adam Gluck🖖,232378932,"New York, New York",2010-12-31 00:29:35,People think automation takes jobs but we’ve been automating our industrial economy for 250 years and we have the l… https://t.co/hQ9p4YcWAu,0,Twitter for iPhone,
Too Much Context FreddyG,139260157,"Astoria, Queens",2010-05-02 02:19:10,If unemployment goes up anymore Biden is gonna have to turn cop city into egg city to keep his approval over 30.,0,Twitter for iPhone,
m-portal,1536555780224307201,New York,2022-06-14 03:47:16,@POTUS This is bc people exhausted the claims or don't qualify to claim unemployment. I don't know how a leader tha… https://t.co/hXeBDbjAls,1,Twitter Web App,
Racoon Neal,829106299799556097,"New York, USA",2017-02-07 23:15:20,"@GOP Yeah, that sub4% unemployment rate and lower than 2020 crime rate just screams American nightmare",0,Twitter for iPad,
Lynn,1391805280627924996,"New York, NY",2021-05-10 17:20:26,@POTUS just hope the tech companies stop laying off people ! btw with unemployment low how come employers still com… https://t.co/ih5CJBV4up,0,Twitter for iPhone,
Jerry P 🔮,978689928694464514,"New York, NY",2018-03-27 17:47:16,@mbanderson83 @ORMangandi @MFHoz If every single person in the tech sector got laid off unemployment would only rise by about 3%…..,0,Twitter for iPhone,
JohnFerr914,2504720375,"New York, USA",2014-04-23 20:33:03,"Actually it's @SpeakerMcCarthy and the gang of 21 #insurrectionist #ConspiracyTheories revenge minded ""holdouts"" wh… https://t.co/IB8zZpejqe",0,Twitter Web App,
Sue Cook-@aquaglass,48050455,New York,2009-06-17 18:01:09,@POTUS You're forgetting about the inflation you caused along with the shellacking of everyone's retirement savings… https://t.co/TpAhcSAVdB,0,Twitter Web App,
Carlos Palencia,1170925969,"New York, USA",2013-02-12 04:45:25,"@ban_cilgin @TangoABeta @BuenoForMiami You do know we have an unemployment benefit, worker’s compensation, Subsidiz… https://t.co/Zrq6bzjZny",0,Twitter for iPhone,
Jack Bones 9,868176043164794880,"Manhattan, NY",2017-05-26 18:44:33,@KariLakeWarRoom @katiehobbs Krazeee Kari Flake…Do not forget to sign up for unemployment…,0,Twitter for iPad,
Sporty Spice,129894174,"New York, NY",2010-04-05 18:43:46,@RealMamaEagle Or unemployment,0,Twitter for iPhone,
Stephen Miran,971518117041106944,New York,2018-03-07 22:49:03,"@MRWahdy @dampedspring Yes.  Unemployment is 3.5%.  Economic growth picking up will drive that down, which drives up wages",0,Twitter Web App,
Stephen Miran,971518117041106944,New York,2018-03-07 22:49:03,@JustinBloesch I don't see a soft landing that doesn't give way to reacceleration unless the Fed is willing to keep… https://t.co/5zkB76UP8S,0,Twitter Web App,
Stephen Miran,971518117041106944,New York,2018-03-07 22:49:03,"@AkariaHarty2 I see a soft landing as only transitory - once growth picks up again on looser financial conditions,… https://t.co/k8BVhjprxY",0,Twitter Web App,
Ham on Wry,1443767646655336449,Lost and Faust,2021-10-01 02:40:16,"@amcey3 @NoContextBrits You remind me of the elephant man reciting the alphabet backwards.

British foods look—and… https://t.co/ckvhTZgTyq",0,Twitter for Android,
Cooper,29267697,Philly / NYC,2009-04-06 19:00:57,@RealSkipBayless Will you Skip to the unemployment office if you're wrong?,0,Twitter for Android,
Nicole Malliotakis,757862089,New York City,2012-08-14 20:45:06,"This weekend I met 2 school bus paraprofessionals my office helped get paid after city stiffed them for months, an… https://t.co/SkoqJxZJ7W",8,Twitter for iPhone,
stewie,1484701216198246404,New York City,2022-01-22 01:35:40,"@TheNorthern0ne @BostonRobb @ElijahSchaffer @McDonalds ""No exploitation. Don't have to accept the job or even apply… https://t.co/AT96ako3UY",0,Twitter Web App,
JohnFerr914,2504720375,"New York, USA",2014-04-23 20:33:03,"@realDonaldTrump was handed a thriving economy and record low unemployment, that he squandered #FactsMatter https://t.co/GFlIDA2vlp",0,Twitter Web App,
Narrative Capital 🔄,1412562933947699203,NYC,2021-07-07 00:03:58,"A recession will happen because people can’t afford the higher cost of living. 

A recession won’t be a result of F… https://t.co/uVgS9pgJDu",0,Twitter for iPhone,
ASG,191433105,NYC,2010-09-16 13:00:52,@worldincommon @FELDABOii @QasimRashid @Thought_Crimez But the point is in America one person does not pass bills.… https://t.co/etFrVD1q1x,0,Twitter for iPhone,
Carlos Palencia,1170925969,"New York, USA",2013-02-12 04:45:25,@ban_cilgin @TangoABeta @BuenoForMiami Welfare programs are not the same as having a socialist government-economic… https://t.co/rQ8iATQe8y,0,Twitter for iPhone,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"@Breaking911 Republicans think “small government” means reaching into wombs.
They give us tariffs, trickle-down tax… https://t.co/ocpVYGRxE1",0,Twitter Web App,
Mario Ismailanji,1346947690500820994,"New York, NY",2021-01-06 22:32:18,@stanveuger @TheStalwart That’s because the Fed kept its credibility. Imagine if they said “we don’t want unemploym… https://t.co/s30esK7uCi,0,Twitter for iPhone,
Gene Epstein,941110978565066752,"Manhattan, NY",2017-12-14 01:01:57,"Whoops, I meant to write (of course) that the US unemployment rate has been noticeably LOWER [omitted word!] than t… https://t.co/d2cj6Mata4",1,Twitter Web App,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"@RepDean Republicans think “small government” means reaching into wombs.
They give us tariffs, trickle-down tax cut… https://t.co/mXXtjnVmRl",0,Twitter Web App,
Native New Yorker,1609341508079046658,"Manhattan, NY",2023-01-01 00:11:50,@POTUS It’s low because it’s impossible to on unemployment because NO ONE picks up the phone ever and the systems suck!,0,Twitter for iPad,
Miro Tokarczyk,784881611422703616,Manhattan ,2016-10-08 22:22:13,"@LenGrunstein @ChristinaPushaw Weimar Republic fell bc of hyperinflation( DM 4 trillion =$1), high unemployment, in… https://t.co/qqULhL8P4z",0,Twitter for Android,
Mealsandeals.eth,97968996,"New York, NY",2009-12-19 19:44:13,@Iamamystreet Unemployment is a trailing indicator,0,Twitter Web App,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"@Bipartisanism They think “small government” means reaching into wombs.
They give us tariffs, trickle-down tax cuts… https://t.co/Nq8x1q0TKj",1,Twitter Web App,
James Igoe,40443160,"New York, NY",2009-05-16 10:26:55,"US Can Slow Inflation Without Unemployment Spike, Fed Study Says https://t.co/PDuZ0U3efi via @instapaper",0,Instapaper,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,@TXMCtrades @a_sermersheim @jkregenstein @profplum99 The idea that there is a natural limit on labor markets where… https://t.co/87YqBdoqFc,1,Twitter for iPhone,
I'm Only Here For The Comments,17826539,NYC,2008-12-03 02:46:36,"@victim112514 @GRDecter They were layed off, not fired.  There's usually 1-2 weeks notice when you're laid off so y… https://t.co/GAJ5ela27x",0,Twitter for Android,
Gene Epstein,941110978565066752,"Manhattan, NY",2017-12-14 01:01:57,"The ""Scandinavian Model"" &amp; Unemployment: Except briefly in the past 2 recessions, US unemployment rate has been not… https://t.co/KJLeRxl3rZ",4,Twitter Web App,
The Louisiana Purchaser,1246931474936406016,"New York, NY",2020-04-05 22:43:37,"@Revolution_Cap @AdamB1438 If inflation is 2, unemployment is 3.5, and fed funds is 5%, is the fed really gonna cut… https://t.co/bACyJ2xB0e",0,Twitter for iPhone,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS So when the president says that the unemployment numbers(unemployment is the name of the program th… https://t.co/jHs7lHVlMA,0,Twitter for Android,
El Chapo,1552709393606754304,"New York, NY",2022-07-28 17:36:09,"@becksbissel @kvlly @_Tocom_ Nice . . . Tryna use literal diversity hires 🤣

Let them know to call unemployment ear… https://t.co/yg7WFQ85ff",0,Twitter for iPhone,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS Are the words unemployment and unemployed the same?  Do they mean the same?  Or do they have 2 diff… https://t.co/NwalJEdIjd,0,Twitter for Android,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS There are less ppl ON unemployment. But also less ppl working. So MORE unemployed.,0,Twitter for Android,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,"@Davret1 @POTUS We are talking 2 different numbers. Unemployed vs unemployment. 1 is receiving benefits, the other… https://t.co/7vdhnKi9rk",0,Twitter for Android,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS Unemployed and being ON unemployment and receiving benefits are very different. Unemployed are not… https://t.co/Qr3dXMlyhl,0,Twitter for Android,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS That doesn't mean all the ppl that are now off Unemployment got jobs. That's what I'm saying. Covid… https://t.co/qCJNGTmDto,0,Twitter for Android,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS Exactly. It's a choice to go back to work or not. Unemployment benefits is a limited thing. You can… https://t.co/UeeMA4bVVg,0,Twitter for Android,
🇵🇷🏳️‍🌈Bonnie🏳️‍⚧️🇺🇸🇺🇦🌻,764629343813373952,"Woodside, NY",2016-08-14 01:06:56,"FUN FACT: FL IS THE WORST STATE TO ATTEMPT TO FILE AN UNEMPLOYMENT CLAIM, THEY’VE MADE IT NEARLY IMPOSSIBLE TO FILE… https://t.co/Rk5oHXk0qp",1,Twitter for iPhone,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS So businesses that don't have enough employees and are looking but don't have any applicants is all… https://t.co/76HwA2AR9W,0,Twitter for Android,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@Davret1 @POTUS Really. And your reason is?  Let's look at facts. Less on unemployment. Check.  Still not enough wo… https://t.co/T35hUlzwUM,0,Twitter for Android,
Michael Hathaway,826234818383994885,Upstate New York,2017-01-31 01:05:06,@claudiatenney If only NYPost had posted sources. I didn't know it was possible to live in NYC on unemployment and… https://t.co/Zft8L0M7Oi,0,Twitter Web App,
Erich Hartmann,7558752,NYC,2007-07-18 13:28:41,"""Government pays you NOT to work. The combo of benefits from unemployment &amp; ObamaCare subsidies alone can deliver m… https://t.co/WhGHkpJDU3",7,Twitter Web App,
James Starace,412248250,New York,2011-11-14 13:02:52,@michaelcep Sports reporters and ex-athletes that get money to plug betting sites are supporting unhealthy mental b… https://t.co/6aUPQgHTTX,0,Twitter for iPhone,
FORTUNE,25053299,New York,2009-03-18 10:23:54,India is likely to overtake China as the world’s most populous country this year—if it hasn’t already. https://t.co/OVECdOz25s,2,SocialFlow,
Igor Schatz,936079812,NYC,2012-11-09 04:19:45,@ewarren Unemployment is at 3.5% .. Are you high ?,0,Twitter for iPhone,
Joshua Arnold,1376533686145982466,"New York, USA",2021-03-29 13:56:39,@POTUS Only reason unemployment is down is ppl maxed out their benefits. But you don't care. It's all words to make… https://t.co/ehyimsiJkg,0,Twitter for Android,
Hafeezat 🌻,2760303183,nj/nyc,2014-09-03 12:34:05,Tell the NJ Department of Labor to let me certify my freaking unemployment then https://t.co/Ay4mWkdKTB,0,Twitter for iPhone,
Big Ray Hernandez,711674298,"New York, NY",2012-07-23 02:48:39,@POTUS I came to visit my mother this morning… She just told me that eggs are $11 a dozen! FOR EGGS! Not steak! Not… https://t.co/5X9EtlSq1A,0,Twitter for iPhone,
Justin Siragusa,946044205,New York,2012-11-13 15:58:41,@wiejfnfjch @HartZ677 @vialibertad @BuenoForMiami Happened to Russia happens to China in the process of happening t… https://t.co/ow77SqCVaU,0,Twitter for iPhone,
BizToc,64317058,Wall Street,2009-08-10 02:32:04,"Unemployment rate in Pennsylvania hits record low of 3.9%, but Duquesne prof says that comes with a caveat… https://t.co/SbWEAATkY8",0,BizToc.com News,
Anthony DiNitto,1586153678960005122,"New York, USA",2022-10-29 00:31:54,@WhiteHouse @POTUS @VP I wonder what you guys are going to say in 6 months when the unemployment rate starts going up?,0,Twitter for iPad,
CR,1288290574181728257,"Manhattan, New York",2020-07-29 01:49:49,@BB_Neutral02 Prepration for 2024 National Elections. He's taking the mistakes done by current government like Note… https://t.co/d0S6JotxBf,0,Twitter for Android,
radioshack,837685662941872128,New York,2017-03-03 15:26:40,@POTUS That pandemic unemployment was the best of days,0,Twitter for iPhone,
The Compound,982334375357382657,"Manhattan, NY",2018-04-06 19:09:00,"""The fact that unemployment remains low and job openings have been ticking lower from very high levels suggest many… https://t.co/wTRs7razGm",1,CompoundNewsPosting,
Group Think Is Bad,800773007832535040,NYC,2016-11-21 18:48:57,"@POTUS The unemployment rate is a lie, it doesn't count the millions who have been out of work for more than six mo… https://t.co/VrKn2yksey",0,Twitter Web App,
itsBobbyTrill,1592307024913747970,"Manhattan, NY",2022-11-15 00:02:47,@akafacehots @POTUS Unemployment is at a record low and you will need 3 jobs to buy eggs,0,Twitter for iPhone,
Cheryl,1568953639175069696,"New York, USA",2022-09-11 13:24:50,"@kddubbb34 @WilliamWaldrep2 @ZeekArkham Every year no matter what/who is in office receives a COLA increase. 

Unem… https://t.co/wJIUcNMpGz",0,Twitter for iPhone,
Stephen Miran,971518117041106944,New York,2018-03-07 22:49:03,"@TheCarter758 @Revolution_Cap @dampedspring I think we are going to get 2-3 months of transitory ""soft landing"" app… https://t.co/ZwNFMNMRkC",0,Twitter Web App,
THINK Learning Studio,1561068670515814407,"New York, USA.",2022-08-20 19:12:44,"https://t.co/6rg59t9wXQ
Discover the benefits of #VocationalEducation addressing the #Unemployment crisis &amp;… https://t.co/ORyTW0bjB0",0,Twitter Web App,
George Robertson,967037960574160896,NYC,2018-02-23 14:06:31,If Biden sees inflation drop ( it is transitory as it is a tax ) into 2023 what does he want?  5% to 8% sorta scary… https://t.co/mvZfG8M1gx,1,Twitter for Android,
Alex Hon,372226672,New York,2011-09-12 11:33:27,"@MitchellNussba1 @TommyPigott @POTUS They talk about unemployment being low, but never brings up national median sa… https://t.co/xBfoX7RN2y",0,Twitter for iPhone,
nxthompson,16892481,New York,2008-10-21 19:50:15,"Why are tech companies laying off so many when unemployment is low? Is it: 
A) bubble bursting 
B) interest rates a… https://t.co/ZDKUJoXRbw",5,Twitter for iPhone,
Ramesh Shah(easyshah),90238451,New York City,2009-11-15 20:17:08,"Solutions for End Poverty unemployment unprofessional Politicians Policy see YouTube Videos easyshah_61, 51, more 6… https://t.co/cdG2uuETiB",0,Twitter for Android,
Elliot Wells,1498523267467862016,"New York, USA",2022-03-01 04:59:37,"✦ Follow for Daily TLDR News ✦
#TLDR #Google #GoogleLayoff #GoogleLayoffs #Alphabet #AlphabetLayoffs #Tech… https://t.co/nlAB4ZRiNO",1,Twitter Web App,
“One of a kind”,241713988,"New York, USA",2011-01-22 23:45:03,@leezeldin Unemployment rate increase is the result of those who lost their jobs over the vaccine mandates!,0,Twitter for iPhone,
David Maderich,500496286,New York City,2012-02-23 05:53:51,@ZeekArkham Higher social security and an all time lower unemployment rate… it’s not perfect but it’s better than Trump .,0,Twitter for iPhone,
americanpatriottroll,1330113473209118723,"New York, NY",2020-11-21 11:39:12,@JoeBiden Unemployment thanks to trump,0,Twitter for iPhone,
US News Agency,3374647845,"New York, NY",2015-07-13 21:45:52,"From President Biden @POTUS: 

""Annual #inflation has fallen for six straight months and gas is down $1.70 from its… https://t.co/YKItOHapo5",0,Twitter Web App,
Vacuum Of Space,3071137458,"Manhattan, NY",2015-03-10 09:36:40,"@amlivemon Nothing you said contradicts my statement. Yes they have emergency powers to ""promote economic growth"" d… https://t.co/9hZ2aI3jMo",0,Twitter for Android,
Brian Maher,4881733462,"New York, USA",2016-02-06 14:17:02,@RonFilipkowski Inflation has dropped steady for the last 6 months. Unemployment at its lowest in 50 years. Gas pri… https://t.co/VwWfenNZWu,0,Twitter for iPhone,
rogstonks,1130858446507483136,NEW YORK CITY,2019-05-21 15:30:38,"Brainard: ""... A continued moderation in aggregate demand could facilitate continued easing in the labor market and… https://t.co/KcV1RbMWeh",0,Twitter Web App,
Tyxic,371601619,"New York, USA",2011-09-11 04:59:00,@DominateREALITY I don't even like speaking on it bc i understood the fear a lot of people had from all angles. Une… https://t.co/OpgSXCLD3y,0,Twitter for Android,
Andrew Ross,1250934049889280000,"New York, USA",2020-04-16 23:48:28,@DouglasEmhoff @JoeBiden @KamalaHarris How many are not collecting unemployment because they don’t look for work?,0,Twitter for iPhone,
Tango AlphaRomeo Alpha,1305611177561554945,"New York, USA",2020-09-14 20:55:52,@Vmec1980 @GovKathyHochul Unemployment is a job benefit is funded by your employer because they pay into it. Hence… https://t.co/R2SjPZGhdA,0,Twitter for iPhone,
Bob K,1520169105285910530,"New York, USA",2022-04-29 22:32:56,"@JoeBiden Republicans -
Gas $2.00 a gallon
1.2% inflation
Lowest unemployment  for minorities 
Highest income growt… https://t.co/WNOcBIv1yg",0,Twitter for Android,
Paul Hill,1500912860318375940,"New York, USA",2022-03-07 19:15:06,"@SpeakerMcCarthy All the other positives and you pick your go to scare tactic. Lowest unemployment rate, reduced de… https://t.co/WNU8T1i2Cm",0,Twitter for iPhone,
Hammad,351827142,"New York, NY",2011-08-09 19:49:55,@saxena_puru @yardeni what if recession never happens? unemployment stays below 4%?,0,Twitter for iPhone,
"Avocado Toast (💙,🧡)",929223032467525633,"Manhattan, NY",2017-11-11 05:43:29,"- secular deflation/unemployment from tech &amp; AI adoption 
- bouts of inflation from deglobalization (high commodity… https://t.co/JQ8uoIa8E6",0,Twitter Web App,
B.L. Ochman-also @whatsnext on Post.News,611953,New York,2007-01-08 02:53:41,"“It is in our power to wipe out poverty. It simply isn’t among our priorities.”
via ⁦@nytopinion⁩  https://t.co/pF58BldNwS",0,Twitter for iPhone,
Conrad Shaw,1514359592,NYC,2013-06-13 20:15:09,@TheWatchman77X @ninaturner False. This is a gross misunderstanding of UBI. It's actually a fairly apt description… https://t.co/ZmFvM8tmcw,0,Twitter for Android,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"@POTUS They think “small government” means reaching into wombs.
They give us tariffs, trickle-down tax cuts and mas… https://t.co/Zvouwnhnd3",1,Twitter Web App,
NoriNY 🐘🐼🐨🐻🐰🐣,22460046,Upper East Side Manhattan,2009-03-02 06:37:35,Unemployment Is Lasting Longer as Job Market Cools https://t.co/GtBdHjFRTd https://t.co/8PorL6apqI,0,Twitter for Android,
Butiness Jess,711541673872986112,New York,2016-03-20 13:15:29,"@business 

Good for them for doing their part to help reduce unemployment!",0,Make (formerly Integromat),
Amy Rigby,50768207,"New York, USA",2009-06-25 21:00:06,@JeffAndersonDC1 Yes. So weird but it was. Helped that there was unemployment $,0,Twitter Web App,
Jesus McAmerican,780582056132681728,"New York, NY",2016-09-27 01:37:19,"@PTRUMPFORTX2020 Trump campaign promises completed, historic unemployment, and we are kneecapping the Russian milit… https://t.co/V7eGfqijmt",0,Twitter Web App,
Austin Frost,1612586692807909377,"New York, USA",2023-01-09 23:07:06,@elonmusk @ScottAdamsSays Same my hear has been off ever sense my second Mederna shot needed it to keep my job in N… https://t.co/y3NDrAoNJj,0,Twitter for Android,
NYCconditions ⭐️⭐️⭐️,1154073367840006144,NYC,2019-07-24 16:58:27,@Carann5 Unemployment rate of 3.5% means America is fully employed with little slack in the economy which puts upwa… https://t.co/HtZN2Qpola,0,Twitter for iPhone,
New Guy Ryan,1578627086,New York,2013-07-08 21:00:58,@brianstelter How's unemployment going?,0,Twitter for Android,
EMPIRE REPORT,4828272875,New York,2016-01-20 01:47:08,Unemployment in NYC dearly double US rate... https://t.co/zvl3Ui2SP9,0,New Empire Report NY,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"@TheLeoTerrell @TonyDungy They think “small government” means reaching into wombs.
They give us tariffs, trickle-do… https://t.co/BdXkkDJ8jF",0,Twitter Web App,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"@RedState They think “small government” means reaching into wombs.
They give us tariffs, trickle-down tax cuts and… https://t.co/UDJLwFItip",0,Twitter Web App,
Gene Epstein,941110978565066752,"Manhattan, NY",2017-12-14 01:01:57,@ewarren Can Warren get anything right? The rate of unemployment has moved lower since the Fed started hiking the interest rate!,0,Twitter Web App,
Yolie da Healthcare Hottie©®™ RN,2162204400,NYC,2013-10-29 05:29:54,@Ezmoneyjones_ i am dying to know the list of these undesirable men.. cause every single type of man that wants wom… https://t.co/RM4blYy8Vm,0,Twitter for Android,
Brad Peterson,1338655123267055616,New York City,2020-12-15 01:20:46,@theotherone616 @JoeBiden @KamalaHarris Lowest unemployment in 50 years can’t be blamed on the pandemic.,0,Twitter for iPhone,
Apostle E. Townsend D.Min,1512135026,"New York, USA",2013-06-13 01:52:19,"@karenhunter DE SANTOS NEEDS TO BE BANNED. HE IS A RACIST, AND THE 2ND WORSE KIND OF HUMAN BEING NEXT TO DONALD J T… https://t.co/9Nvkr9B003",0,Twitter for Android,
Jackson Heights Immigrant Solidarity Network,1028373351864123392,"Jackson Heights, Queens",2018-08-11 20:11:28,"Here is the January 14 JHISN Newsletter! 

1. Day laborers and worker centers: NICE organizing
2. Statewide campaig… https://t.co/oh50ovK8q0",0,Twitter Web App,
Warth Wader is still $8.00 richer,1430152727280164865,"New York, USA",2021-08-24 12:59:38,"@SenTedCruz Tragic that unemployment is at a 50-year low thanks to Biden.

https://t.co/arfXzOZR9D",0,Twitter for Android,
Justin Nelson,1718766504,"New York, USA",2013-09-01 11:56:42,"@TaliaRinger @PetraVinculado The stronger said labor laws are, the higher unemployment. In countries that make it h… https://t.co/ZV0qzfKJdT",0,Twitter for iPhone,
Old School Eddie,1518949994191065088,New York,2022-04-26 13:48:30,"This is what Liberal principles do to a city... 
NYC's workforce has shrunk by 300,000 since the start of the pande… https://t.co/LkFv6lKTLT",8,Twitter Web App,
Laurence Wilse-Samson,20485133,New York,2009-02-10 01:53:33,@tzwide1 it's much easier to hire folks in the US than Europe. It's also much easier to switch jobs in my experienc… https://t.co/Bkgtk4xkZT,0,Twitter Web App,
Ameya Patil,240371066,New York,2011-01-19 19:34:14,@Swamy39 @PSarbabidya What about inflation? What about per capita income? What about unemployment &amp; underemployment?,0,Twitter for Android,
Coolfridge,1267959103063838720,"New York, USA",2020-06-02 23:19:53,@JoeBiden First line. 11 million of the 25 million lost to pandemic. When we getting the other 14 million back?  Un… https://t.co/vKfCCBt5Yh,0,Twitter for iPhone,
tommy,170478062,NYC,2010-07-24 23:29:06,"@TheStalwart tech unemployment rate is going *down* and employment is *rose* in the last 2 months of 2022

it's a s… https://t.co/VM3EcyAOo3",0,Twitter Web App,
Ray,35274822,NYC,2009-04-25 18:25:08,@JV_Bellino @markets How often has an inverted yield curve resulted in a recession when the unemployment rate has been 3.5%?,0,Twitter for iPhone,
Jack Polakoff,4491531140,New York City,2015-12-08 01:01:40,"They think “small government” means reaching into wombs.
They give us tariffs, trickle-down tax cuts and massive un… https://t.co/r0XkprFcrZ",0,Twitter Web App,
Jacob Rosewater,1213095380713230336,"New York, USA",2020-01-03 13:51:11,"@2015Jmr Seems to be correlated with youth unemployment, although I’d have to look at the data to be sure of that.",0,Twitter for iPhone,
Andy,611067267,The Backyard,2012-06-17 17:37:39,"@natgrace79 @davenewworld_2 If their name gets out with this story, they had better get used to the unemployment.",0,Twitter for iPhone,
